code	store_name	location	product_ean
NG	Ilesa	Africa/Lagos	4314663232835
PT	Paredes	Europe/Lisbon	5660581194717
AF	Sar-e Pul	Asia/Kabul	0420508603945
RU	Roslavl’	Europe/Moscow	5007668042989
US	Longview	America/Chicago	5580566727887
DE	Barmbek-Nord	Europe/Berlin	5381950402157
ID	Balikpapan	Asia/Makassar	7712457856750
AT	Sankt Peter	Europe/Vienna	7747364569608
VN	Sa Dec	Asia/Ho_Chi_Minh	4015756668967
CA	Norfolk County	America/Toronto	5162481447325
DE	Rudolstadt	Europe/Berlin	4946643380160
GB	Great Wyrley	Europe/London	9495463898317
MY	Kulai	Asia/Kuala_Lumpur	1730585949119
BR	Porto Velho	America/Porto_Velho	7870438006706
GH	Bibiani	Africa/Accra	9269161518347
CR	Liberia	America/Costa_Rica	9988214897177
PT	Ponta Delgada	Atlantic/Azores	9860212617035
BR	Palmeira	America/Sao_Paulo	1752597318141
PK	Fazilpur	Asia/Karachi	5263531703276
GB	Great Wyrley	Europe/London	8962556018163
AU	Perth	Australia/Perth	3410064268525
ID	Simpang	Asia/Jakarta	8473611037062
BR	Caldas Novas	America/Sao_Paulo	4137573260343
US	Santa Maria	America/Los_Angeles	9691133530628
IN	Kashipur	Asia/Kolkata	2562141503058
US	Acworth	America/New_York	6374359069723
AT	Floridsdorf	Europe/Vienna	3575240929147
US	Bourbonnais	America/Chicago	1191250659236
US	New City	America/Chicago	1707598445099
RU	Shushary	Europe/Moscow	8690850467379
DZ	Bordj Zemoura	Africa/Algiers	2172503624033
PH	Talisay	Asia/Manila	9079542529899
US	Abilene	America/Chicago	3175617539544
US	Kendall	America/New_York	0614240171668
NG	Argungu	Africa/Lagos	7954056929880
HK	Tsuen Wan	Asia/Hong_Kong	5189160839141
DE	Weimar	Europe/Berlin	5733232160611
BR	Lagarto	America/Maceio	3419017833711
PL	Reda	Europe/Warsaw	1712158605332
RU	Petrozavodsk	Europe/Moscow	3345174299346
TR	Silvan	Europe/Istanbul	8493321756565
ES	Villaquilambre	Europe/Madrid	1031618287162
IN	Rangia	Asia/Kolkata	1574412794219
CD	Beni	Africa/Lubumbashi	7322352378075
MX	Contla	America/Mexico_City	6531019734906
NG	Igbara-Odo	Africa/Lagos	4380353456546
CA	Beaconsfield	America/Toronto	4656154605972
TN	Beni Khiar	Africa/Tunis	8708079778852
CN	Foshan	Asia/Shanghai	6711992720893
IN	Narwar	Asia/Kolkata	7779648751348
CN	Pucheng	Asia/Shanghai	9260591242451
IQ	Karbala	Asia/Baghdad	1343045823951
BR	Curitiba	America/Sao_Paulo	5417607554099
US	Keene	America/New_York	2987205353804
TZ	Chanika	Africa/Dar_es_Salaam	0260858492581
US	Cypress Hills	America/New_York	3003384174500
US	Opportunity	America/Los_Angeles	4127451482585
FR	Fontenay-aux-Roses	Europe/Paris	8835355939277
US	Brighton Beach	America/New_York	2856542209580
IT	Novara	Europe/Rome	3005488701101
US	Estelle	America/Chicago	8307658571374
US	Estelle	America/Chicago	8357869993892
DE	Halstenbek	Europe/Berlin	3609758165251
US	Vestavia Hills	America/Chicago	0338649615980
US	Waterbury	America/New_York	9267532175618
AU	Carnegie	Australia/Melbourne	2059746373648
US	Mira Mesa	America/Los_Angeles	3803482589424
US	Bridgeport	America/New_York	4939019241004
CA	Kelowna	America/Vancouver	9397903188838
PK	Bhit Shah	Asia/Karachi	8439087042184
IN	Narwar	Asia/Kolkata	9943999756231
IN	Aklera	Asia/Kolkata	2445838898258
GB	Mexborough	Europe/London	2439463684980
GE	Kobuleti	Asia/Tbilisi	1136430033949
IL	Ramla	Asia/Jerusalem	8262934476548
IN	Davangere	Asia/Kolkata	0492651763449
VU	Port-Vila	Pacific/Efate	2022141797166
MK	Saraj	Europe/Skopje	4803995272751
US	Milledgeville	America/New_York	0722887533920
CN	Guli	Asia/Shanghai	4211122107263
IL	Rahat	Asia/Jerusalem	8671637302694
IT	Castelfranco Emilia	Europe/Rome	2972348814190
GB	Gainsborough	Europe/London	5390981172915
PK	Jhol	Asia/Karachi	2787683571321
ID	Balikpapan	Asia/Makassar	5950304049913
GH	Bibiani	Africa/Accra	1349981280827
BY	Dobrush	Europe/Minsk	6839581145909
IR	Aleshtar	Asia/Tehran	3067457694500
US	Lexington	America/New_York	8261355647261
JP	Ina	Asia/Tokyo	6434782861513
US	Sterling	America/New_York	7780521846051
IN	Teghra	Asia/Kolkata	0697716102021
MM	Myawadi	Asia/Yangon	9868471305878
US	Stockbridge	America/New_York	6746018629812
US	Santa Maria	America/Los_Angeles	7601553508390
CO	Andes	America/Bogota	6598846951050
MT	Valletta	Europe/Malta	2801430257563
PS	East Jerusalem	Asia/Hebron	6031089233083
FR	Bar-le-Duc	Europe/Paris	5828661553308
KR	Hongseong	Asia/Seoul	8433466128704
CD	Kamina	Africa/Lubumbashi	3363521730786
ES	Tudela	Europe/Madrid	7048407841522
US	San Juan	America/Chicago	5095589124532
US	Scotch Plains	America/New_York	9945299187067
IR	Nowshahr	Asia/Tehran	5099199620811
CN	Zhuangyuan	Asia/Shanghai	7284092911779
IN	Adra	Asia/Kolkata	2034371691831
US	Pekin	America/Chicago	4441422562312
US	Sicklerville	America/New_York	5279517729352
BR	Caldas Novas	America/Sao_Paulo	6131582051310
UA	Shepetivka	Europe/Kiev	7182034176111
BR	Guaraciaba do Norte	America/Fortaleza	2818880323199
TH	Phanat Nikhom	Asia/Bangkok	2269025404677
IT	Roseto degli Abruzzi	Europe/Rome	9406122225139
JP	Ina	Asia/Tokyo	8141433887171
DE	Schwalmtal	Europe/Berlin	0119743784501
DE	Walsrode	Europe/Berlin	6825521739444
FR	Lons-le-Saunier	Europe/Paris	7273681615624
AR	Tandil	America/Argentina/Buenos_Aires	2270834983215
IN	Bhayandar	Asia/Kolkata	9880474967655
US	Greenfield	America/Indiana/Indianapolis	8988307363825
ID	Balikpapan	Asia/Makassar	4366701624027
US	Woodbridge	America/New_York	0476456171784
DZ	Boumerdas	Africa/Algiers	1215332488399
ID	Muncar	Asia/Jakarta	7901248111011
BR	Rio Real	America/Bahia	1826322005948
CN	Danjiangkou	Asia/Shanghai	5989140060813
IN	Sathyamangalam	Asia/Kolkata	8053681748381
DE	Oschatz	Europe/Berlin	4701881912814
SK	Hlohovec	Europe/Bratislava	1955432022504
IT	Perugia	Europe/Rome	7698543158567
US	Kent	America/Los_Angeles	0005937758819
PH	Antipolo	Asia/Manila	2813393827134
CZ	Most	Europe/Prague	5270072253597
US	Lakewood	America/New_York	0427700152479
US	Claremont	America/Los_Angeles	4275077592963
IN	Moga	Asia/Kolkata	5227377372157
US	Palm Valley	America/New_York	7367558378313
CO	El Copey	America/Bogota	1346961396455
GB	Walton-on-the-Naze	Europe/London	2532086296483
JP	Inawashiro	Asia/Tokyo	1655879808487
US	Brentwood Estates	America/Chicago	0602749907765
IL	Ganei Tikva	Asia/Jerusalem	3643827006021
CN	Zaozhuang	Asia/Shanghai	6209041644004
FR	Saint-Omer	Europe/Paris	3230056579718
BR	Recife	America/Recife	2808866159232
GB	Bushey	Europe/London	3628974402162
US	East Haven	America/New_York	4313740487366
MX	Acaponeta	America/Mazatlan	2654693347720
RU	Severodvinsk	Europe/Moscow	3574511962418
IT	Castelfranco Emilia	Europe/Rome	3112836034061
DE	Finnentrop	Europe/Berlin	2999437238460
MM	Dawei	Asia/Yangon	2944694569475
RU	Aykhal	Asia/Yakutsk	2476984844240
IN	Pilkhua	Asia/Kolkata	5207378735915
PH	Tupi	Asia/Manila	5974685645625
NL	Tongelre	Europe/Amsterdam	8074162892911
MM	Myawadi	Asia/Yangon	0852844065079
US	Nampa	America/Boise	6081905501407
IN	Uran	Asia/Kolkata	3936647469443
SL	Freetown	Africa/Freetown	5465182811687
RU	Lesosibirsk	Asia/Krasnoyarsk	3006053736030
US	Lexington	America/New_York	8002325453358
US	North Tustin	America/Los_Angeles	8728459305218
FI	Tornio	Europe/Helsinki	8469944651051
BY	Vitebsk	Europe/Minsk	1297356375749
RU	Alatyr’	Europe/Moscow	2294156883077
TH	Nakhon Pathom	Asia/Bangkok	6102912437098
TN	Msaken	Africa/Tunis	6766873665480
US	Lino Lakes	America/Chicago	8081685727132
RU	Kolomyagi	Europe/Moscow	6913137274104
ES	Puertollano	Europe/Madrid	9171943795962
IN	Supaul	Asia/Kolkata	2592891018106
IN	Rafiganj	Asia/Kolkata	3078326117242
RU	Kachkanar	Asia/Yekaterinburg	1418411252847
KZ	Zaysan	Asia/Almaty	8383356068774
IN	Robertsonpet	Asia/Kolkata	6390639108654
US	Punta Gorda Isles	America/New_York	7801594256018
TH	Yasothon	Asia/Bangkok	0581300311329
US	Bothell	America/Los_Angeles	5686607798684
US	Lutz	America/New_York	3714716220542
US	Jackson	America/Chicago	0608475171760
IN	Sambalpur	Asia/Kolkata	3659265451095
GB	Clacton-on-Sea	Europe/London	0592472373251
PH	Dipolog	Asia/Manila	7258328286580
MX	Santa Rosa Jauregui	America/Mexico_City	4636105825048
US	Rutland	America/New_York	1278964307582
KR	Hongseong	Asia/Seoul	8746811407516
CH	Onex	Europe/Zurich	5343728585646
US	Pleasant Prairie	America/Chicago	6424226986513
KR	T’aebaek	Asia/Seoul	6965640250939
CH	Adliswil	Europe/Zurich	4143933286281
BR	Porto Velho	America/Porto_Velho	0780348598826
KR	Goyang-si	Asia/Seoul	8284545099060
IT	Ventimiglia	Europe/Rome	2028100736849
TT	Port of Spain	America/Port_of_Spain	4462733588211
US	North Tustin	America/Los_Angeles	6786356125508
CH	Onex	Europe/Zurich	9752350877658
IT	Novara	Europe/Rome	0964176797952
IN	Alwaye	Asia/Kolkata	0611899190453
NG	Lagos	Africa/Lagos	9049835427232
CD	Yangambi	Africa/Lubumbashi	9448751527345
DE	Oschatz	Europe/Berlin	4440939906275
ID	Randudongkal	Asia/Jakarta	2494085154334
FR	Pamiers	Europe/Paris	7857045678038
US	Pleasant Prairie	America/Chicago	3940988685400
PH	Talisay	Asia/Manila	3433807761800
BE	Houthalen	Europe/Brussels	4479135196395
US	Carlsbad	America/Denver	9536426543889
RU	Sharypovo	Asia/Krasnoyarsk	5271209611167
DE	Dahlem	Europe/Berlin	0890929860751
EC	Milagro	America/Guayaquil	1797310676658
FI	Kallio	Europe/Helsinki	5633427808178
IN	Jais	Asia/Kolkata	5279585254466
IN	Barbil	Asia/Kolkata	4012391218229
MG	Sakaraha	Indian/Antananarivo	4137150155130
US	Dublin	America/New_York	1811191285867
DZ	Boumerdas	Africa/Algiers	8376282472494
CN	Tianfu	Asia/Shanghai	0450239097270
IE	Athlone	Europe/Dublin	2807286405790
US	Bridgeport	America/New_York	1356138326406
CN	Changzhi	Asia/Shanghai	2550132675679
AU	Wheelers Hill	Australia/Melbourne	4408493411543
IN	Bhuban	Asia/Kolkata	7574390787573
CN	Foshan	Asia/Shanghai	7892106186763
ES	Talavera de la Reina	Europe/Madrid	3612473659462
BE	Wevelgem	Europe/Brussels	3524399489477
ID	Pameungpeuk	Asia/Jakarta	6097350084310
US	Sun City Center	America/New_York	4806495232072
CU	Media Luna	America/Havana	8087646069556
US	Vestavia Hills	America/Chicago	9592025722995
US	Sicklerville	America/New_York	8916321392279
CA	Charlottetown	America/Halifax	4735171715632
PK	Qadirpur Ran	Asia/Karachi	4347016531422
ID	Kudus	Asia/Jakarta	5046798245921
BR	Alfenas	America/Sao_Paulo	0039762353543
IN	Dharmapuri	Asia/Kolkata	1728749075347
AO	Luena	Africa/Luanda	1010225215379
GB	Rutherglen	Europe/London	4219628321923
PE	Yunguyo	America/Lima	9584657800714
US	Nutley	America/New_York	2511432967604
SY	Tadmur	Asia/Damascus	8835455232490
CI	Bonoua	Africa/Abidjan	8407361640012
US	Middle River	America/New_York	6415646285812
GB	Southsea	Europe/London	7753673374635
GT	Chichicastenango	America/Guatemala	6754606292027
IN	Aistala	Asia/Kolkata	4362288051416
US	Acworth	America/New_York	9642771512132
PK	Tharu Shah	Asia/Karachi	8006838802733
CR	San Rafael	America/Costa_Rica	1441624791179
CL	San Bernardo	America/Santiago	2387413787727
ES	Cardedeu	Europe/Madrid	0726739550950
KR	Eisen	Asia/Seoul	3909105564035
IT	Ragusa	Europe/Rome	5336943956292
AU	Carnegie	Australia/Melbourne	7838986932403
US	Muskogee	America/Chicago	2193693257092
PT	Albufeira	Europe/Lisbon	9221203090532
US	San Juan	America/Chicago	6701699306988
JP	Fujioka	Asia/Tokyo	5463696352900
GB	Kingston upon Hull	Europe/London	5800730743650
RU	Izluchinsk	Asia/Yekaterinburg	9232192411291
ES	el Camp de l'Arpa del Clot	Europe/Madrid	5362228802473
CI	Lakota	Africa/Abidjan	1675797376936
GB	Walton-on-the-Naze	Europe/London	1937451419053
IN	Kangayam	Asia/Kolkata	1457675166132
BE	Gembloux	Europe/Brussels	8983559471762
RU	Sharypovo	Asia/Krasnoyarsk	2073630788028
IN	Pujali	Asia/Kolkata	9389974310713
US	Coralville	America/Chicago	0938531877207
BR	Nova Xavantina	America/Cuiaba	4689305491421
RU	Sharypovo	Asia/Krasnoyarsk	3706620894070
TH	Nakhon Pathom	Asia/Bangkok	5664007137401
GB	Winsford	Europe/London	7274692072451
US	Brenham	America/Chicago	0697089763720
US	Scottsdale	America/Phoenix	7819546665788
IN	Supaul	Asia/Kolkata	1335781419123
FR	Lons-le-Saunier	Europe/Paris	3972221610412
RU	Bavly	Europe/Moscow	0314995552681
ES	Ferrol	Europe/Madrid	5083811704959
NI	Jinotepe	America/Managua	7043361929484
SV	Sonzacate	America/El_Salvador	3224815805293
SY	Tadmur	Asia/Damascus	3082360716668
CN	Yanliang	Asia/Shanghai	1384864432245
ID	Cibinong	Asia/Jakarta	0669270096818
CA	Sherwood Park	America/Edmonton	2919813474619
RU	Solntsevo	Europe/Moscow	5671079502648
GH	Tarkwa	Africa/Accra	4022305247870
NG	Ilesa	Africa/Lagos	0569487819951
MD	Soroca	Europe/Chisinau	8589992774608
CN	Dongfeng	Asia/Shanghai	3578910264807
US	Yonkers	America/New_York	1024562732659
RU	Bogoroditsk	Europe/Moscow	5967345343788
CN	Pingyi	Asia/Shanghai	2070438735209
PT	Custoias	Europe/Lisbon	7507463598202
US	Vestavia Hills	America/Chicago	8125564515134
BE	Gembloux	Europe/Brussels	3795149667012
GB	Poulton-le-Fylde	Europe/London	8664885273052
IN	Puducherry	Asia/Kolkata	0729898989630
PE	Minas de Marcona	America/Lima	3972270547554
BY	Vitebsk	Europe/Minsk	2492922270896
BR	Canavieiras	America/Bahia	5776561374717
IN	Madhipura	Asia/Kolkata	7956187261211
DE	Ehingen	Europe/Berlin	9277626094022
US	Troutdale	America/Los_Angeles	5727924801142
TR	Silvan	Europe/Istanbul	4938107738853
IN	Bhuban	Asia/Kolkata	5339598856719
PH	Antipolo	Asia/Manila	5417467555953
GH	Bibiani	Africa/Accra	1534124871271
JP	Suzaka	Asia/Tokyo	7599506267398
US	Harrisburg	America/New_York	4126225666930
TZ	Magomeni	Africa/Dar_es_Salaam	2390562662944
MM	Kyaikto	Asia/Yangon	3693895092549
GB	Westbury	Europe/London	1904003311929
US	Davis	America/Los_Angeles	8850751241991
CO	Madrid	America/Bogota	5281456782435
XK	Glogovac	Europe/Belgrade	0918553874538
DE	Hechingen	Europe/Berlin	5763416862666
GB	Blackpool	Europe/London	4679481696475
CH	Adliswil	Europe/Zurich	3994902712611
MA	Temara	Africa/Casablanca	8383249907906
US	Harrisburg	America/New_York	1559476975736
IT	Falconara Marittima	Europe/Rome	3249434625244
BR	Marau	America/Sao_Paulo	0481282115277
TH	Bua Yai	Asia/Bangkok	0571448296923
KR	Eisen	Asia/Seoul	1215163333240
TH	Thap Than	Asia/Bangkok	6048935676710
CN	Hoxtolgay	Asia/Urumqi	1199891252359
US	Malden	America/New_York	2939921449484
CA	Kelowna	America/Vancouver	5185937060039
MX	Zacoalco de Torres	America/Mexico_City	2867648995963
IN	Bhuban	Asia/Kolkata	1035295117163
CA	Kelowna	America/Vancouver	4022297083258
FR	Vienne	Europe/Paris	6177538840942
CA	Vernon	America/Vancouver	7790666718373
VN	Sa Dec	Asia/Ho_Chi_Minh	6429983373446
US	Kearns	America/Denver	8474336965951
IN	Rangia	Asia/Kolkata	1477065694991
LT	Ukmerge	Europe/Vilnius	0744798687028
IN	Elamanchili	Asia/Kolkata	2960965278945
BR	Resplendor	America/Sao_Paulo	7079011817283
CN	Changzhi	Asia/Shanghai	1581852533216
ES	Las Gabias	Europe/Madrid	9183053159022
BR	Itaperuna	America/Sao_Paulo	9884579192936
IT	Francavilla Fontana	Europe/Rome	6882642936435
US	Nampa	America/Boise	8899708743539
AU	Eastwood	Australia/Sydney	9313370977805
PE	Minas de Marcona	America/Lima	4250625112848
BR	Santa Gertrudes	America/Sao_Paulo	8066852181078
FR	Ajaccio	Europe/Paris	1262821030522
BR	Pato Branco	America/Sao_Paulo	9852753066953
NG	Igbara-Odo	Africa/Lagos	4643764643234
JP	Inawashiro	Asia/Tokyo	5758700687742
DE	Losheim	Europe/Berlin	7088139191298
GB	Great Wyrley	Europe/London	0884941912765
KZ	Otegen Batyra	Asia/Almaty	5847123312499
MX	Acayucan	America/Mexico_City	1346256984879
RU	Volokolamsk	Europe/Moscow	5470613392567
IN	Manjeri	Asia/Kolkata	6762272223641
NG	Igbara-Odo	Africa/Lagos	9872609086478
IN	Gorakhpur	Asia/Kolkata	7260986627292
US	Tupelo	America/Chicago	5207304538849
DE	Karben	Europe/Berlin	0659963357432
EC	Milagro	America/Guayaquil	0031266407463
AU	Maryborough	Australia/Brisbane	8123940443385
VE	Tinaquillo	America/Caracas	6579962074878
DZ	El Achir	Africa/Algiers	6191089844389
IT	Falconara Marittima	Europe/Rome	8110695378857
CM	Idenao	Africa/Douala	8302857870051
BJ	Tchaourou	Africa/Porto-Novo	1250575071526
EG	Juhaynah	Africa/Cairo	2328559508739
MA	Jerada	Africa/Casablanca	5486105210707
JP	Kamakura	Asia/Tokyo	6036724246183
ES	Gandia	Europe/Madrid	4192490930984
BR	Soledade	America/Sao_Paulo	9085297981578
US	American Canyon	America/Los_Angeles	1234887387438
NE	Mirriah	Africa/Niamey	7449265533213
MG	Ambatondrazaka	Indian/Antananarivo	9519639434946
RU	Ishim	Asia/Yekaterinburg	4844305325422
CN	Huangshi	Asia/Shanghai	6615805896969
PH	La Trinidad	Asia/Manila	5208111359825
DE	Siegburg	Europe/Berlin	6890199138875
MX	San Lorenzo Acopilco	America/Mexico_City	3487723499286
US	Rutland	America/New_York	6101172463106
US	Fresno	America/Chicago	5022487343673
UG	Arua	Africa/Kampala	6472294700739
PK	Hasilpur	Asia/Karachi	8880289399185
GB	Gainsborough	Europe/London	6997304561471
PH	Cebu City	Asia/Manila	1634217646097
PK	Kot Addu	Asia/Karachi	6207271790850
PK	Daud Khel	Asia/Karachi	7263285184565
UA	Lutsk	Europe/Kiev	8351696722274
HT	Croix-des-Bouquets	America/Port-au-Prince	4401567138063
BR	Itabirito	America/Sao_Paulo	8489120121994
RU	Arzamas	Europe/Moscow	8732287795431
ML	Kati	Africa/Bamako	3941123009679
FR	Valence	Europe/Paris	6973786551001
CL	Chiguayante	America/Santiago	1058391154894
ES	Gernika-Lumo	Europe/Madrid	3990915311209
JP	Kamakura	Asia/Tokyo	6889045957487
EC	Milagro	America/Guayaquil	6066968634590
GB	Selby	Europe/London	2924341478756
FR	Saint-Omer	Europe/Paris	3442960988160
FR	Mitry-Mory	Europe/Paris	3007847431896
CH	Onex	Europe/Zurich	9107517040190
ES	Jumilla	Europe/Madrid	2122422462926
NG	Yenagoa	Africa/Lagos	6173812492470
US	Waverly	America/Detroit	6091247232709
TR	Mudanya	Europe/Istanbul	6628462843511
DE	Karben	Europe/Berlin	8176437720285
CD	Yangambi	Africa/Lubumbashi	3479804328233
CR	San Rafael	America/Costa_Rica	0040262498726
IN	Dalsingh Sarai	Asia/Kolkata	1136098455459
KR	Sinhyeon	Asia/Seoul	7828893930975
EE	Narva	Europe/Tallinn	1994660447734
IN	Pilkhua	Asia/Kolkata	6613135627611
DZ	Messaad	Africa/Algiers	4881776608579
RU	Tavda	Asia/Yekaterinburg	4215227646702
US	Pleasant Prairie	America/Chicago	4455903630100
CA	Sainte-Catherine	America/Toronto	1834429228191
US	Nutley	America/New_York	9504087013447
ET	Arba Minch	Africa/Addis_Ababa	9941984659468
AZ	Qazax	Asia/Baku	6605168980764
PH	Recodo	Asia/Manila	0369383901701
IN	Sheoganj	Asia/Kolkata	3813507614406
JP	Yao	Asia/Tokyo	8254953337023
PA	Chilibre	America/Panama	2516017101787
AR	Esperanza	America/Argentina/Cordoba	5434702521375
GB	Mexborough	Europe/London	7366554442790
UA	Shepetivka	Europe/Kiev	4620600121613
TT	Port of Spain	America/Port_of_Spain	9141223998345
IN	Haldwani	Asia/Kolkata	0107816807561
MY	Kampung Ayer Molek	Asia/Kuala_Lumpur	9856991295380
US	West Des Moines	America/Chicago	1371643882278
US	Acworth	America/New_York	6859181454775
DE	Memmingen	Europe/Berlin	4087691946059
US	Scotch Plains	America/New_York	3056866005670
PH	Naga	Asia/Manila	9246453752993
BR	Tucano	America/Bahia	2352866454939
UA	Artsyz	Europe/Kiev	6063124127927
TZ	Nyangao	Africa/Dar_es_Salaam	2447216396035
BY	Novogrudok	Europe/Minsk	9235565824810
MT	Valletta	Europe/Malta	3886022259087
US	Rolla	America/Chicago	4104060726231
MX	Progreso	America/Merida	5869351335361
VE	Tinaquillo	America/Caracas	1740461644113
VE	Barinas	America/Caracas	9178530594120
BR	Itaperuna	America/Sao_Paulo	0673190555768
US	Stockbridge	America/New_York	8117992704877
IN	Udumalaippettai	Asia/Kolkata	4733929385199
MY	Donggongon	Asia/Kuching	5623347425906
US	Lompoc	America/Los_Angeles	5149495866106
TN	El Alia	Africa/Tunis	7199889728525
CN	Pingyi	Asia/Shanghai	1525543947777
ES	Maspalomas	Atlantic/Canary	1763592935578
BR	Pato Branco	America/Sao_Paulo	7299151501884
CN	Zhuangyuan	Asia/Shanghai	5694240843012
DE	Wesseling	Europe/Berlin	2804044470083
DE	Trossingen	Europe/Berlin	0149695328287
EG	Juhaynah	Africa/Cairo	7079852036768
FR	Sceaux	Europe/Paris	7978382728238
ES	Leioa	Europe/Madrid	6286241057827
IN	Rangia	Asia/Kolkata	2816247139070
RU	Ishim	Asia/Yekaterinburg	7159584228324
PH	Santa Catalina	Asia/Manila	5621286393546
US	West Chester	America/New_York	5143496119674
IN	Hungund	Asia/Kolkata	3505134981241
US	Fresno	America/Chicago	6250110475067
BY	Novogrudok	Europe/Minsk	7072753255795
ID	Ngemplak	Asia/Jakarta	8002827028405
JP	Kamakura	Asia/Tokyo	2416499988978
PH	Jagna	Asia/Manila	4005195906706
US	Sterling	America/New_York	6905405463549
US	Kearns	America/Denver	8746556298639
PK	Fazilpur	Asia/Karachi	5657870304834
ES	Palafrugell	Europe/Madrid	4093095543404
CU	Jaruco	America/Havana	3124338010450
RU	Danilov	Europe/Moscow	6780850295842
RU	Stupino	Europe/Moscow	3776491745955
NG	Shagamu	Africa/Lagos	5814857439877
PH	San Jose	Asia/Manila	4699122611995
RU	Severodvinsk	Europe/Moscow	2506779729442
IN	Srinagar	Asia/Kolkata	6514678222113
IN	Bachhraon	Asia/Kolkata	8659337943942
CN	Jingzhou	Asia/Shanghai	2329421515053
GB	Surbiton	Europe/London	8763625914443
PH	Burgos	Asia/Manila	3380285130942
US	Encinitas	America/Los_Angeles	0316121989088
US	Waverly	America/Detroit	4248101372848
RU	Kuvandyk	Asia/Yekaterinburg	0603498700928
DE	Finnentrop	Europe/Berlin	1191487748574
AU	Eastwood	Australia/Sydney	1804559253011
TR	Sungurlu	Europe/Istanbul	3172731883089
GB	Brierley Hill	Europe/London	3757830807770
GB	Cowes	Europe/London	2451039157117
RU	Kolomyagi	Europe/Moscow	4879638493463
FR	Montpellier	Europe/Paris	3323752879357
